time,img
0.0,0.015297755512714742
0.012040138244628906,0.015297755512714742
0.02358222007751465,0.015297755512714742
0.034581899642944336,0.015297755512714742
0.04607439041137695,0.015297755512714742
0.0566253662109375,0.015297755512714742
0.06763458251953125,0.015297755512714742
0.07816672325134277,0.015297755512714742
0.08868002891540527,0.015297755512714742
0.09948444366455078,0.015297755512714742
0.10983061790466309,0.015297755512714742
0.12038660049438477,0.015297755512714742
0.13089823722839355,0.015297755512714742
0.14246344566345215,0.01479333325060787
0.15445256233215332,0.01479333325060787
0.16499996185302734,0.01479333325060787
0.1754627227783203,0.01479333325060787
0.1869640350341797,0.01479333325060787
0.19750046730041504,0.01479333325060787
0.22144865989685059,0.01479333325060787
0.2329874038696289,0.01479333325060787
0.24453258514404297,0.01479333325060787
0.2558715343475342,0.01479333325060787
0.26645469665527344,0.01479333325060787
0.2779240608215332,0.01479333325060787
0.2883753776550293,0.01479333325060787
0.2990121841430664,0.016306142071249426
0.3096015453338623,0.016306142071249426
0.325164794921875,0.016306142071249426
0.3461897373199463,0.015600042497435617
0.3578639030456543,0.015600042497435617
0.3799254894256592,0.015600042497435617
0.3914480209350586,0.015600042497435617
0.402940034866333,0.015600042497435617
0.41304993629455566,0.015600042497435617
0.42458367347717285,0.015600042497435617
0.4415419101715088,0.015600042497435617
0.45282816886901855,0.015600042497435617
0.4643683433532715,0.015600042497435617
0.47544026374816895,0.015600042497435617
0.4859187602996826,0.015600042497435617
0.497450590133667,0.0195066383091477
0.5082230567932129,0.0195066383091477
0.5196859836578369,0.0195066383091477
0.5302119255065918,0.0195066383091477
0.5407149791717529,0.0195066383091477
0.5522217750549316,0.0195066383091477
0.5629494190216064,0.0195066383091477
0.5744829177856445,0.0195066383091477
0.5855574607849121,0.0195066383091477
0.5960671901702881,0.0195066383091477
0.6076805591583252,0.0195066383091477
0.61820387840271,0.0195066383091477
0.628680944442749,0.02135435053829933
0.639631986618042,0.02135435053829933
0.6501216888427734,0.02135435053829933
0.6611249446868896,0.02135435053829933
0.6726508140563965,0.02135435053829933
